model,display_freq,battery,price,ram,size,camera_res
OnePlus Model 78414,68,4570,31149,7,6.57,86.7
Xiaomi Model 78415,121,3323,38590,9,5.44,75.1
Huawei Model 78416,74,3814,38317,5,6.58,97.3
Realme Model 78417,133,4537,19562,13,4.88,35.4
Sony Model 78418,120,3218,4630,10,4.61,91.1
Motorola Model 78419,80,5066,31527,16,5.49,29.2
OnePlus Model 78420,124,3496,27100,13,7.17,55.2
Huawei Model 78421,97,5013,30883,5,6.01,44.4
Apple Model 78422,86,4662,37056,8,5.34,18.7
OnePlus Model 78423,139,5544,36225,15,6.77,85.2
Huawei Model 78424,135,3800,38034,15,4.57,58.9
Apple Model 78425,85,3374,39324,8,6.77,19.3
Motorola Model 78426,107,3207,24677,3,6.46,58.1
Google Model 78427,79,5170,29740,6,5.92,55.3
Nokia Model 78428,94,5469,15219,16,5.13,36.1
Nokia Model 78429,105,4100,13672,12,7.07,31.0
Nokia Model 78430,113,5818,22345,5,4.67,83.4
Asus Model 78431,96,3556,31636,14,5.11,70.4
Xiaomi Model 78432,93,5231,22258,7,5.93,80.9
OnePlus Model 78433,109,3341,38501,12,4.71,70.0
Sony Model 78434,106,3987,11963,11,5.24,10.1
Asus Model 78435,106,3775,33941,3,5.47,99.3
Realme Model 78436,132,5248,23596,6,5.0,51.1
Google Model 78437,137,3364,30140,13,5.56,80.5
Oppo Model 78438,94,5940,26668,5,4.89,92.3
Realme Model 78439,78,3504,3576,9,6.69,30.7
Samsung Model 78440,102,3151,5410,11,5.25,81.0
Samsung Model 78441,101,4391,6392,10,6.06,78.2
Sony Model 78442,114,4746,26536,15,6.87,13.4
Motorola Model 78443,134,3136,16006,14,6.39,22.9
Nokia Model 78444,137,5010,17790,6,6.36,53.0
Apple Model 78445,91,4075,38161,5,5.87,62.6
OnePlus Model 78446,74,3757,4827,3,5.93,20.6
Huawei Model 78447,138,3030,6640,7,7.07,47.5
Google Model 78448,67,3641,5475,12,5.65,99.9
Samsung Model 78449,143,3069,35650,4,4.71,62.2
Realme Model 78450,100,4062,37816,14,5.37,100.2
Apple Model 78451,138,5962,4582,5,7.04,91.9
Sony Model 78452,135,3704,30395,9,6.75,68.4
Xiaomi Model 78453,70,3500,29970,3,5.7,42.5
Asus Model 78454,97,3064,14307,15,4.69,98.3
Apple Model 78455,62,5111,21304,4,5.09,89.6
Google Model 78456,142,4785,37232,14,6.1,43.6
Apple Model 78457,75,4940,38713,9,6.46,12.4
Nokia Model 78458,67,4643,24753,10,4.76,96.3
Motorola Model 78459,140,4226,17986,9,5.36,48.0
Asus Model 78460,113,4485,8881,16,7.01,40.7
Xiaomi Model 78461,107,5411,26106,9,6.64,19.5
Apple Model 78462,69,3480,10880,10,6.71,84.0
Realme Model 78463,102,3373,11915,4,5.82,91.9
Xiaomi Model 78464,65,4191,32422,13,6.16,54.4
Asus Model 78465,77,5579,26951,4,5.53,75.7
Apple Model 78466,102,4397,5013,13,6.18,75.0
Realme Model 78467,114,4092,17972,7,5.0,104.4
Asus Model 78468,96,3753,8076,7,6.56,88.4
Huawei Model 78469,69,5159,25158,3,6.63,102.5
Motorola Model 78470,62,5559,27344,12,7.02,14.4
OnePlus Model 78471,112,3013,34710,8,6.27,33.5
Oppo Model 78472,76,4205,37226,6,5.93,35.6
Apple Model 78473,92,3175,39578,10,4.56,102.9
Xiaomi Model 78474,87,4114,27604,15,7.1,89.5
Huawei Model 78475,90,5131,27434,11,5.91,96.8
Asus Model 78476,62,4114,33247,3,4.55,99.4
Sony Model 78477,61,4317,34557,15,4.93,48.0
Huawei Model 78478,125,3028,21850,8,5.02,96.0
Apple Model 78479,141,3190,34458,5,6.11,43.5
Huawei Model 78480,123,3225,19644,8,5.43,93.0
Nokia Model 78481,117,4131,34153,13,6.11,42.0
Google Model 78482,96,3223,28253,14,6.78,87.6
Apple Model 78483,138,3707,16478,8,5.62,27.0
Google Model 78484,67,4027,23860,8,5.1,105.4
Realme Model 78485,90,3643,29893,14,5.92,74.2
Sony Model 78486,142,3660,19480,14,4.99,73.4
Motorola Model 78487,68,5541,26247,8,5.14,66.2
Oppo Model 78488,95,3750,20858,15,6.99,34.7
Motorola Model 78489,73,5221,39627,16,7.0,67.7
OnePlus Model 78490,92,4595,39789,5,6.06,45.2
Motorola Model 78491,117,4090,13510,7,5.02,34.1
Sony Model 78492,122,3323,31907,3,6.42,106.5
Google Model 78493,120,4420,6387,9,6.54,91.0
Nokia Model 78494,144,5362,31199,15,5.17,60.1
Google Model 78495,92,5290,18845,5,5.92,70.7
OnePlus Model 78496,120,4144,33050,4,4.68,34.3
Realme Model 78497,76,3442,26712,14,5.52,26.4
Apple Model 78498,134,3109,8897,12,5.11,88.1
Realme Model 78499,127,4958,28029,4,6.75,9.2
Xiaomi Model 78500,115,4393,32506,11,5.05,89.4
Google Model 78501,138,3508,32015,11,6.13,39.1
Oppo Model 78502,74,5979,21630,12,5.93,57.8
OnePlus Model 78503,95,5317,5712,12,5.9,52.4
Xiaomi Model 78504,124,5941,38187,14,6.65,80.5
Asus Model 78505,93,3620,6048,10,5.27,61.9
Samsung Model 78506,143,3660,27192,8,7.15,38.7
Apple Model 78507,123,4719,7771,3,7.15,46.9
Nokia Model 78508,101,4407,6662,6,5.2,29.2
Oppo Model 78509,100,5586,24868,16,6.29,24.6
Realme Model 78510,105,3367,26985,10,5.5,25.6
Asus Model 78511,130,4665,25258,6,5.85,9.7
Oppo Model 78512,125,4313,37511,14,6.44,84.7
Oppo Model 78513,107,5660,22107,7,5.28,34.6
Huawei Model 78514,99,4911,33571,13,6.48,29.6
Nokia Model 78515,94,5762,12630,16,6.07,100.1
Nokia Model 78516,133,5427,33096,8,6.91,55.8
Nokia Model 78517,81,4441,31813,5,5.53,62.8
Realme Model 78518,96,4995,25667,6,4.99,59.8
Realme Model 78519,61,4406,3784,5,7.13,11.2
Xiaomi Model 78520,141,5130,39761,15,4.81,45.8
Motorola Model 78521,138,4517,16281,7,5.02,29.1
Apple Model 78522,70,5566,8196,6,6.36,85.8
Samsung Model 78523,139,4591,12320,8,6.91,43.3
Asus Model 78524,97,5621,21792,11,5.85,107.2
OnePlus Model 78525,88,3134,28262,9,7.07,13.3
Samsung Model 78526,68,3803,33748,6,5.0,73.2
Apple Model 78527,72,5245,19241,13,7.13,16.3
Xiaomi Model 78528,133,5686,5308,7,5.2,105.4
Oppo Model 78529,69,4026,25500,16,6.24,105.3
Nokia Model 78530,86,4216,13463,14,6.18,68.7
Apple Model 78531,113,5706,10424,13,6.03,55.4
Nokia Model 78532,60,4014,30663,3,6.95,72.9
Motorola Model 78533,64,4135,35307,8,7.1,74.1
Sony Model 78534,119,5518,6742,5,6.42,33.5
Xiaomi Model 78535,97,4113,25173,15,5.24,93.9
Xiaomi Model 78536,135,5240,32779,8,5.05,19.3
Oppo Model 78537,88,3155,26065,16,5.51,22.9
Sony Model 78538,60,4832,36301,11,5.61,52.0
Asus Model 78539,135,3113,17390,9,5.56,80.2
Asus Model 78540,131,3115,31524,3,6.07,63.1
Nokia Model 78541,136,4121,14153,4,4.65,54.7
Oppo Model 78542,108,5300,4554,15,6.15,80.1
Apple Model 78543,138,3811,23757,14,5.07,102.4
Huawei Model 78544,97,3588,3352,10,7.01,93.0
Asus Model 78545,98,4422,13133,11,5.75,21.1
OnePlus Model 78546,71,3693,6873,5,4.69,89.8
OnePlus Model 78547,102,5585,31805,11,6.66,87.0
Nokia Model 78548,63,4045,19538,8,4.77,65.2
Nokia Model 78549,130,5023,38590,15,5.69,16.2
Motorola Model 78550,105,3122,9916,10,4.6,80.5
Samsung Model 78551,117,5419,35093,16,5.63,14.6
Asus Model 78552,113,4662,15335,11,6.83,81.4
Xiaomi Model 78553,70,4413,17312,13,5.0,55.9
Oppo Model 78554,71,3027,24422,3,6.84,53.2
Huawei Model 78555,106,4442,6420,10,5.18,62.0
Huawei Model 78556,62,4197,12380,14,6.73,65.1
OnePlus Model 78557,92,5175,9432,14,6.99,72.1
Asus Model 78558,66,5242,30446,5,5.78,95.8
Google Model 78559,78,5304,16685,11,6.71,101.3
Sony Model 78560,114,5374,19906,16,6.88,74.5
Nokia Model 78561,138,5527,9856,12,5.29,12.6
Nokia Model 78562,110,3223,32805,10,5.04,47.1
Nokia Model 78563,102,3661,35041,5,6.09,46.3
Oppo Model 78564,118,3876,4733,14,4.6,31.7
Apple Model 78565,131,5802,11955,7,5.66,85.4
Motorola Model 78566,117,3827,37781,14,4.96,8.2
OnePlus Model 78567,119,4548,4722,4,6.5,47.7
Asus Model 78568,99,4822,20037,11,7.13,103.4
Asus Model 78569,88,5869,23517,5,4.96,76.5
Realme Model 78570,134,3917,11652,6,5.41,57.0
Google Model 78571,86,3651,26513,8,4.99,81.0
Asus Model 78572,124,4588,31796,5,5.4,15.2
Realme Model 78573,143,4874,22938,15,5.01,65.3
Xiaomi Model 78574,100,5949,6567,14,4.64,8.1
OnePlus Model 78575,125,4491,38268,13,5.83,84.2
Nokia Model 78576,102,4060,33344,11,4.52,15.8
Google Model 78577,96,5746,23845,9,6.36,85.3
Sony Model 78578,67,5711,39353,8,6.39,57.4
OnePlus Model 78579,129,3997,32793,14,5.0,42.9
Nokia Model 78580,96,4852,28962,14,7.1,13.7
Google Model 78581,87,5777,30433,4,6.3,31.7
OnePlus Model 78582,64,5676,14363,4,5.82,102.2
Realme Model 78583,128,5704,36610,5,6.81,9.3
OnePlus Model 78584,72,4292,23819,13,5.98,72.1
Huawei Model 78585,99,4643,28187,5,6.76,14.0
Samsung Model 78586,93,3124,34778,10,5.61,89.4
Nokia Model 78587,104,5293,29035,8,4.87,42.6
OnePlus Model 78588,80,5130,22711,12,6.51,77.9
Samsung Model 78589,103,4973,20785,15,6.71,70.3
Nokia Model 78590,124,4886,24900,9,5.87,92.0
Sony Model 78591,62,3269,38359,6,4.51,31.0
Realme Model 78592,114,3745,8564,13,4.72,91.9
Asus Model 78593,60,3977,17407,10,4.94,59.2
Xiaomi Model 78594,88,3793,36296,7,7.14,10.9
Apple Model 78595,111,5472,10824,10,6.11,14.7
Apple Model 78596,116,5132,9662,8,6.85,34.2
Apple Model 78597,133,3955,39814,11,6.81,103.0
Xiaomi Model 78598,64,4854,36319,6,4.69,59.4
Sony Model 78599,143,4420,18347,10,5.94,30.7
Samsung Model 78600,108,4342,29893,3,7.16,31.3
Samsung Model 78601,75,3968,38211,12,5.61,25.1
Google Model 78602,104,4237,14139,10,5.02,75.5
Apple Model 78603,68,5419,9685,6,4.99,103.4
Nokia Model 78604,88,3342,36334,4,4.91,48.7
Google Model 78605,109,4794,5014,6,4.89,46.9
Realme Model 78606,144,5643,9499,8,5.04,79.0
Realme Model 78607,79,5345,13094,10,6.86,101.9
Xiaomi Model 78608,134,5427,5783,4,5.95,63.7
Xiaomi Model 78609,144,5067,19249,6,6.02,23.3
Motorola Model 78610,126,4105,29484,10,7.11,14.6
Xiaomi Model 78611,141,3171,12521,5,4.64,45.1
Motorola Model 78612,135,3152,3656,4,7.17,54.2
Asus Model 78613,76,3980,18288,10,5.14,93.8
Sony Model 78614,104,5368,13348,15,6.35,37.7
Oppo Model 78615,88,4183,9043,12,6.2,58.1
Huawei Model 78616,130,5007,29562,12,5.49,61.0
Sony Model 78617,99,4282,4241,15,6.59,58.3
Oppo Model 78618,130,4676,7180,5,6.31,103.3
Google Model 78619,95,3301,36628,3,7.15,73.0
Huawei Model 78620,120,4581,10639,14,6.2,74.1
Asus Model 78621,109,4420,7393,14,5.07,40.4
Asus Model 78622,86,4972,5248,7,4.87,53.3
Apple Model 78623,75,4651,14465,15,6.73,67.0
Motorola Model 78624,136,3202,6524,16,5.74,101.4
Samsung Model 78625,124,4983,28968,6,6.62,32.1
OnePlus Model 78626,96,5653,27834,5,5.67,12.0
OnePlus Model 78627,95,3871,37975,9,6.44,97.0
Sony Model 78628,66,3734,29420,3,7.04,44.7
Oppo Model 78629,139,4433,7981,16,4.78,97.4
Nokia Model 78630,111,5752,22355,5,5.38,68.6
Google Model 78631,82,4977,10870,11,6.51,98.9
Asus Model 78632,65,4396,23106,12,5.81,14.9
Asus Model 78633,114,3461,5736,6,5.18,11.2
Nokia Model 78634,76,3518,4123,16,5.44,50.5
Xiaomi Model 78635,87,3132,7737,16,5.41,85.7
Realme Model 78636,62,4171,10985,15,5.92,28.9
Google Model 78637,83,4791,17037,8,4.55,63.0
Oppo Model 78638,68,5349,5919,13,6.28,72.0
OnePlus Model 78639,61,5968,17029,4,7.06,60.0
Huawei Model 78640,111,3231,24128,7,5.96,50.1
Sony Model 78641,96,3115,14751,14,6.32,25.5
Motorola Model 78642,142,4439,35359,7,5.63,103.1
Nokia Model 78643,103,4914,26915,9,5.8,55.6
Asus Model 78644,140,3959,4040,10,6.91,58.0
Huawei Model 78645,71,5177,32092,6,7.07,31.1
Huawei Model 78646,104,4156,19544,15,5.59,62.6
Google Model 78647,111,5134,32398,16,6.41,46.6
Motorola Model 78648,102,5240,16553,10,5.52,106.6
OnePlus Model 78649,105,5500,13869,10,6.45,83.7
Oppo Model 78650,61,3797,27136,9,5.23,90.5
Motorola Model 78651,129,4798,20330,15,5.39,105.7
OnePlus Model 78652,77,5679,18066,6,6.94,54.5
Oppo Model 78653,75,4540,13407,9,6.12,51.0
Google Model 78654,93,4258,9186,12,5.95,87.8
Apple Model 78655,68,5115,30553,14,6.13,23.8
Xiaomi Model 78656,64,3973,10767,10,6.87,38.3
Google Model 78657,70,4031,13534,7,6.23,41.8
Asus Model 78658,142,3685,22250,5,7.17,24.4
Nokia Model 78659,112,3992,29431,12,5.02,33.0
Apple Model 78660,133,5390,9769,6,6.76,11.3
Realme Model 78661,67,3442,14943,16,6.12,70.9
OnePlus Model 78662,112,3086,3969,13,6.7,74.7
Oppo Model 78663,69,5685,18619,12,5.36,26.7
Sony Model 78664,97,3056,10816,3,6.4,76.5
Motorola Model 78665,77,4281,39457,11,5.51,10.6
Realme Model 78666,66,4211,3668,6,6.63,25.4
Google Model 78667,68,3443,11077,14,4.75,104.3
Nokia Model 78668,101,3615,4440,4,5.73,12.5
Asus Model 78669,104,3067,14375,6,6.62,102.0
Sony Model 78670,119,4482,23870,3,5.97,100.0
Oppo Model 78671,100,4719,37175,9,6.71,32.6
Huawei Model 78672,140,3210,26036,8,7.11,103.3
Nokia Model 78673,94,5823,12172,8,5.11,100.7
Sony Model 78674,64,3160,22202,14,4.93,57.8
Google Model 78675,123,4188,38912,8,4.97,104.3
Asus Model 78676,77,4196,27658,12,6.69,107.3
Xiaomi Model 78677,120,3800,30311,4,6.36,96.9
Apple Model 78678,101,5942,21042,10,6.69,91.3
Nokia Model 78679,112,4086,38083,8,6.82,75.1
Asus Model 78680,134,3658,6154,15,6.2,96.1
Samsung Model 78681,75,3805,19133,3,6.56,13.2
OnePlus Model 78682,134,5618,25272,5,5.07,90.1
Nokia Model 78683,91,3177,27221,8,7.17,105.6
Oppo Model 78684,60,4315,7858,10,6.02,29.4
OnePlus Model 78685,78,4559,29049,14,4.54,103.2
Motorola Model 78686,79,5643,9805,16,6.8,74.6
Oppo Model 78687,94,3449,18220,9,6.22,79.1
Sony Model 78688,62,4194,10499,14,5.35,39.7
Sony Model 78689,90,4331,28017,6,5.9,55.3
Asus Model 78690,110,3757,25735,12,5.07,46.7
OnePlus Model 78691,117,5938,24663,7,5.06,107.5
Google Model 78692,140,3761,35415,10,5.36,25.1
Huawei Model 78693,112,4789,27027,9,4.8,10.7
Realme Model 78694,141,5395,29620,13,6.86,88.0
Oppo Model 78695,65,5868,27422,11,5.39,10.0
Apple Model 78696,123,4802,32056,7,6.66,57.3
Oppo Model 78697,110,4251,36625,15,5.75,29.3
Huawei Model 78698,62,5017,24534,7,5.13,39.6
Sony Model 78699,98,3160,29901,9,5.25,86.5
OnePlus Model 78700,122,4830,36034,9,4.93,45.9
Sony Model 78701,112,4500,32696,9,5.21,45.0
Xiaomi Model 78702,106,3830,6831,7,6.74,69.6
Oppo Model 78703,72,4101,35988,16,6.59,48.2
Apple Model 78704,144,5460,10446,6,4.77,46.0
Apple Model 78705,116,4086,27027,14,4.88,27.8
Nokia Model 78706,142,5771,3580,10,5.94,19.7
Apple Model 78707,73,3514,18613,3,4.95,87.4
Asus Model 78708,85,4940,5555,7,6.05,90.2
Samsung Model 78709,138,5841,15630,5,6.89,23.5
Apple Model 78710,72,4428,30748,7,5.41,11.5
Asus Model 78711,117,4969,39718,6,6.72,17.9
Asus Model 78712,81,3269,24162,3,4.71,54.9
OnePlus Model 78713,116,5255,37494,4,4.77,91.0
Samsung Model 78714,81,4485,30675,11,5.13,30.8
Huawei Model 78715,86,3346,26697,9,6.82,23.1
Google Model 78716,73,4236,26502,11,5.05,58.0
Xiaomi Model 78717,135,4801,6482,8,6.15,53.1
Asus Model 78718,103,5107,4894,5,6.36,36.0
Google Model 78719,76,5842,14088,16,4.65,83.8
OnePlus Model 78720,130,3295,33185,8,5.28,12.5
Apple Model 78721,75,4341,36804,8,6.63,35.3
Xiaomi Model 78722,115,4807,5309,14,4.93,86.4
Huawei Model 78723,133,5401,29114,9,6.81,58.4
Samsung Model 78724,97,4247,24344,5,5.27,50.8
Google Model 78725,76,5936,25538,8,5.36,87.0
Samsung Model 78726,75,3163,17147,7,6.04,107.8
Asus Model 78727,126,4186,29782,11,5.36,80.9
Huawei Model 78728,138,4545,15361,14,6.32,41.9
OnePlus Model 78729,116,5549,6343,7,6.0,42.2
Asus Model 78730,69,5490,27648,5,5.12,66.4
Samsung Model 78731,106,3774,39072,16,5.71,20.0
Nokia Model 78732,128,3649,36970,6,6.54,93.8
Apple Model 78733,113,4533,39070,12,4.74,23.0
Google Model 78734,78,4834,37950,10,6.92,72.4
Asus Model 78735,63,5786,29146,7,6.12,107.4
Motorola Model 78736,86,4998,4989,14,5.41,10.1
Huawei Model 78737,91,4969,30824,8,6.78,98.2
Sony Model 78738,107,4101,26782,7,7.08,37.7
Oppo Model 78739,137,5690,32153,12,6.21,43.1
Asus Model 78740,112,3602,6057,12,5.62,81.2
Apple Model 78741,92,3296,5712,13,4.53,54.6
Realme Model 78742,73,4025,17659,15,5.03,13.7
Oppo Model 78743,117,4846,8087,14,5.05,44.6
Realme Model 78744,75,4666,7954,14,6.7,16.4
OnePlus Model 78745,69,3738,14162,16,6.81,88.6
Realme Model 78746,98,4097,10735,15,4.54,52.1
Samsung Model 78747,124,4523,20113,7,6.66,31.9
Oppo Model 78748,111,3639,23250,12,5.06,38.5
Nokia Model 78749,85,5821,18890,14,7.18,107.4
Google Model 78750,136,4690,32761,13,4.81,96.4
Sony Model 78751,87,3655,37456,11,4.72,104.9
Xiaomi Model 78752,74,4162,15447,10,6.57,22.5
Xiaomi Model 78753,99,5048,34670,7,6.74,99.6
Realme Model 78754,93,5110,26923,6,6.16,73.5
Oppo Model 78755,127,4019,34901,11,5.11,72.5
Oppo Model 78756,138,5147,25938,5,5.03,56.7
Google Model 78757,80,3593,18062,4,4.73,36.6
Nokia Model 78758,99,3573,4882,3,5.04,105.7
Google Model 78759,89,3535,13612,4,6.83,13.0
Asus Model 78760,60,3468,4369,6,5.2,90.2
Motorola Model 78761,141,3057,28349,3,6.58,78.8
Xiaomi Model 78762,141,3632,31824,7,5.4,20.2
Google Model 78763,139,5126,7960,7,5.44,22.5
Sony Model 78764,68,3465,16323,3,6.22,97.9
Realme Model 78765,144,3417,7068,13,6.95,66.6
Motorola Model 78766,125,5413,36000,9,5.51,45.5
Realme Model 78767,65,4147,3014,6,5.28,92.7
Asus Model 78768,129,5604,39602,8,5.12,52.5
OnePlus Model 78769,75,4717,31759,11,4.97,85.2
Samsung Model 78770,97,3972,36909,10,5.09,29.7
Motorola Model 78771,97,5386,26979,8,5.29,74.4
Huawei Model 78772,74,3704,26051,16,7.02,73.8
Realme Model 78773,76,3433,20929,4,6.8,80.9
Oppo Model 78774,107,3569,22736,10,5.47,42.9
Google Model 78775,63,3031,26454,13,4.76,99.7
OnePlus Model 78776,62,4249,14951,7,7.13,39.6
Apple Model 78777,104,5658,8763,12,6.04,12.5
Xiaomi Model 78778,127,5280,27653,8,4.88,60.8
Realme Model 78779,81,3669,29683,4,6.19,88.7
Apple Model 78780,124,5442,8733,8,6.05,36.0
Nokia Model 78781,70,5143,36701,6,5.22,40.7
Google Model 78782,73,4490,10726,15,4.8,43.5
Google Model 78783,71,3698,34161,7,4.8,92.8
Huawei Model 78784,70,5690,14406,11,6.3,61.1
Google Model 78785,74,3381,8963,7,6.88,13.7
Sony Model 78786,140,4835,31500,8,7.08,52.0
Asus Model 78787,107,5084,38299,15,6.14,39.1
Apple Model 78788,115,3261,31078,5,5.63,72.1
Samsung Model 78789,142,4341,15020,7,4.97,79.5
Motorola Model 78790,76,5203,4384,10,6.9,19.2
Huawei Model 78791,85,4286,28693,10,5.96,30.7
Oppo Model 78792,107,3135,9128,3,7.17,19.1
Samsung Model 78793,67,5119,3046,10,5.64,60.5
Apple Model 78794,139,5178,32687,4,6.37,90.6
Google Model 78795,138,5909,15897,9,5.47,30.4
Nokia Model 78796,105,5786,30310,7,5.03,44.5
Samsung Model 78797,68,5364,37317,8,5.71,57.2
Asus Model 78798,115,4047,7699,7,5.33,76.1
Xiaomi Model 78799,132,3465,28184,10,6.53,68.6
Apple Model 78800,116,4693,29855,4,5.89,9.0
Google Model 78801,99,4304,18419,10,7.17,60.9
Huawei Model 78802,117,3573,15306,8,5.29,46.9
OnePlus Model 78803,97,5027,31732,4,6.51,56.3
Sony Model 78804,123,4042,26232,12,6.25,57.5
Xiaomi Model 78805,72,4588,22571,9,7.2,71.9
Asus Model 78806,114,3573,36940,12,5.7,84.3
Oppo Model 78807,66,5771,15068,10,4.93,22.5
Asus Model 78808,73,4483,27124,4,5.29,107.4
OnePlus Model 78809,97,4625,18303,10,4.62,78.3
Motorola Model 78810,67,4243,10854,6,5.73,62.3
OnePlus Model 78811,87,4282,34155,10,6.87,11.1
OnePlus Model 78812,102,3874,17788,3,5.46,102.9
Motorola Model 78813,118,3616,18857,3,7.07,62.4
Motorola Model 78814,142,3089,9272,8,6.62,88.1
Huawei Model 78815,143,3266,20934,10,6.19,52.2
Asus Model 78816,61,3408,21538,16,7.03,37.6
Realme Model 78817,97,5415,10132,12,6.06,95.4
Realme Model 78818,90,5360,9653,11,4.59,74.6
OnePlus Model 78819,80,3843,36227,9,5.11,16.9
Motorola Model 78820,136,4799,8677,10,6.33,95.6
Apple Model 78821,100,4778,17296,14,6.98,61.1
Apple Model 78822,138,3364,39184,15,5.03,99.5
Xiaomi Model 78823,99,3327,33387,9,6.13,58.6
Nokia Model 78824,123,3058,9446,8,6.74,29.4
Nokia Model 78825,138,4886,10661,11,7.01,86.2
Nokia Model 78826,101,5898,34379,4,6.93,72.0
Nokia Model 78827,72,3095,35764,4,6.57,24.7
Samsung Model 78828,74,3965,26489,4,5.53,105.5
Nokia Model 78829,139,5648,22391,14,6.06,19.9
Realme Model 78830,133,5292,28842,10,6.88,76.1
Asus Model 78831,101,5676,4563,8,5.07,12.4
Oppo Model 78832,100,3790,6741,12,6.69,76.6
Realme Model 78833,127,5919,9868,3,5.01,105.6
OnePlus Model 78834,129,5127,22602,14,4.57,90.6
Motorola Model 78835,135,3464,35323,15,4.71,61.0
Asus Model 78836,138,5557,31515,8,4.94,74.2
Asus Model 78837,128,4510,23055,14,5.59,76.7
Sony Model 78838,120,3150,35199,5,6.31,80.8
Samsung Model 78839,103,3187,39875,4,5.32,94.1
Nokia Model 78840,105,3653,24572,8,7.19,52.5
Oppo Model 78841,92,5305,31664,13,6.7,14.9
Sony Model 78842,74,4967,9578,5,6.05,103.2
Asus Model 78843,135,4610,29988,4,4.88,83.5
Asus Model 78844,101,4936,3002,3,6.13,46.9
Asus Model 78845,110,4044,31528,8,6.58,54.6
OnePlus Model 78846,111,4999,35119,15,5.38,28.3
Motorola Model 78847,93,3736,11740,12,4.57,106.4
Oppo Model 78848,141,5847,27327,3,5.34,26.5
Nokia Model 78849,131,4300,28461,12,5.92,81.8
Oppo Model 78850,93,3370,9484,10,7.04,51.3
Asus Model 78851,86,5332,38368,7,6.81,72.4
Motorola Model 78852,91,4170,5331,6,7.1,51.2
Samsung Model 78853,118,4994,14450,4,6.29,103.3
Apple Model 78854,86,5614,33201,4,6.15,47.5
Google Model 78855,88,5969,11449,5,4.63,102.1
Samsung Model 78856,84,4563,38505,9,4.52,74.0
Realme Model 78857,125,3836,33015,10,6.34,73.1
Asus Model 78858,93,4313,9891,13,6.0,104.8
Nokia Model 78859,101,4832,38799,3,4.72,98.2
Asus Model 78860,96,3569,33250,12,5.62,61.7
Samsung Model 78861,116,4002,3045,11,6.6,18.8
Asus Model 78862,104,4191,4318,3,7.16,56.2
Motorola Model 78863,73,3017,8150,3,7.17,20.8
Apple Model 78864,122,3973,10577,15,4.9,72.5
Motorola Model 78865,115,4767,22357,12,6.39,67.4
Oppo Model 78866,95,3764,4411,15,6.16,88.8
Realme Model 78867,68,3869,33639,4,4.68,83.9
Xiaomi Model 78868,112,3255,6197,6,4.84,59.0
Sony Model 78869,63,5200,14033,8,5.47,54.6
Realme Model 78870,98,5781,11625,3,4.56,40.2
Sony Model 78871,65,5286,8214,15,4.6,33.2
Google Model 78872,75,3137,5441,13,4.61,69.2
Realme Model 78873,68,4598,34125,10,5.85,23.2
Huawei Model 78874,110,5675,4231,11,6.18,95.1
Google Model 78875,143,4175,31049,14,5.96,102.3
Huawei Model 78876,112,5487,31170,8,6.79,42.4
Xiaomi Model 78877,137,5994,11627,9,4.58,94.8
Google Model 78878,62,5747,34076,16,4.94,73.9
Samsung Model 78879,77,4048,30166,15,6.17,50.7
Sony Model 78880,84,5028,27485,13,4.91,50.4
Nokia Model 78881,77,5236,27495,7,7.01,27.3
Asus Model 78882,64,3303,9348,4,7.07,46.6
Samsung Model 78883,67,4926,18289,6,6.06,74.4
Realme Model 78884,95,5599,4244,9,7.0,57.6
Apple Model 78885,115,3034,10649,10,6.04,47.0
Nokia Model 78886,103,5975,9522,14,5.9,63.7
Sony Model 78887,118,3698,8598,4,6.0,17.1
Samsung Model 78888,66,5139,15616,7,6.84,45.8
Oppo Model 78889,71,5328,17224,12,5.89,107.3
Realme Model 78890,118,5125,10425,11,6.94,18.6
OnePlus Model 78891,133,3308,3104,6,6.67,51.9
Sony Model 78892,135,5620,15998,4,7.18,104.9
Samsung Model 78893,73,4564,30527,7,6.36,25.8
Apple Model 78894,129,5225,25033,12,5.57,82.9
Sony Model 78895,139,5432,38092,15,5.18,95.1
OnePlus Model 78896,105,4662,21694,15,4.87,102.7
Sony Model 78897,88,4548,14418,3,4.57,92.9
Motorola Model 78898,92,3477,3321,13,6.24,103.0
Apple Model 78899,136,3637,34151,15,5.71,81.0
Xiaomi Model 78900,65,4603,30664,3,6.7,72.1
Google Model 78901,129,5307,17164,4,6.37,75.3
Nokia Model 78902,70,3219,39974,15,5.86,18.1
Google Model 78903,133,3306,36645,13,5.67,18.6
Realme Model 78904,144,3026,6483,3,6.86,49.3
Xiaomi Model 78905,86,5593,22325,10,6.38,46.8
Motorola Model 78906,102,5844,35401,6,6.55,55.5
Motorola Model 78907,135,5292,21425,5,6.45,82.8
Xiaomi Model 78908,143,5725,9046,12,5.05,94.8
Huawei Model 78909,89,4422,14073,16,6.53,75.6
Motorola Model 78910,88,5792,39761,13,7.19,68.8
Apple Model 78911,132,3711,32779,5,6.92,38.4
Xiaomi Model 78912,76,3799,19598,16,6.09,90.5
Samsung Model 78913,73,3999,11494,7,6.04,33.6
Google Model 78914,132,5776,10467,7,5.23,27.7
Apple Model 78915,117,5372,6787,13,5.34,26.0
Samsung Model 78916,69,4235,11952,9,5.33,54.6
Sony Model 78917,84,4114,18168,3,6.7,95.2
